word,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42
uard,2.500000,6.250000,17.250000,56.750000,176.000000,559.000000,1776.500000,5630.000000,17873.250000,56723.000000,180017.750000,571360.000000,1813395.500000,5755451.750000,18267008.250000,57976889.000000,184010576.750000,584023950.250000,1853610692.750000,5883102551.000000,18672149182.500000,59262804554.000000,188091899757.500000,596977530982.750000,1894723659728.000000,6013589391043.250000,19086296399277.000000,60577250385020.000000,192263768069449.250000,610218461178411.250000,1936748530951458.750000,6146970488076280.000000,19509629452373832.000000,61920850621830376.000000,196528168363780672.000000,623753074651832448.000000,1979705511819747584.000000,6283309971204782080.000000,19942352010704580608.000000,63294251842010808320.000000,200887152833802076160.000000,637587885143240867840.000000,2.0236152762728002e+21
barvd,3.000000,8.000000,20.400000,65.000000,194.800000,612.000000,1938.000000,6127.000000,19439.800000,61675.800000,195706.200000,621128.400000,1971301.400000,6256561.200000,19857393.800000,63024425.400000,200030626.000000,634869178.000000,2014986089.800000,6395285323.200000,20297745601.599998,64422220886.000000,204467168936.600006,648950356851.400024,2059678179631.399902,6537132094697.799805,20747948127391.199219,65851101876179.000000,209002239248228.812500,663344040826542.625000,2105361732420568.000000,6682125340007712.000000,21208136526873080.000000,67311675860032784.000000,213637897952315392.000000,678056976866749184.000000,2152058545250757888.000000,6830334529685147648.000000,21678531883050328064.000000,68804645301332647936.000000,218376375327501385728.000000,693096245062019317760.000000,2.199791090948534e+21
barxd,3.000000,8.000000,19.600000,57.800000,176.400000,550.400000,1739.600000,5505.400000,17455.800000,55382.200000,175737.400000,557728.400000,1770096.600000,5617955.600000,17830521.800000,56591452.600000,179613214.800000,570067145.200000,1809313489.000000,5742508973.600000,18225924300.000000,57846548183.599998,183596898087.799988,582711019803.400024,1849443735702.600098,5869877207377.000000,18630173912245.601563,59129581041572.601563,187669066900269.593750,595635518659310.625000,1890464299478433.500000,6000070774250568.000000,19043390190439020.000000,60441072045657176.000000,191831556960022208.000000,608846683227453824.000000,1932394698513236480.000000,6133152029420051456.000000,19465771586374443008.000000,61781651854590320640.000000,196086370835338526720.000000,622350870738608848896.000000,1.9752551116076962e+21
abrhdm,3.500000,10.166667,26.166667,77.666667,234.833333,724.333333,2277.500000,7189.166667,22767.333333,72202.333333,229064.166667,726909.333333,2306963.333333,7321765.000000,23238020.500000,73753887.833333,234084105.833333,742949822.500000,2358018558.666667,7484021899.500000,23753243289.333332,75389488772.166672,239275750265.500000,759427951183.000000,2410318696612.333496,7650016327294.166992,24280087904989.667969,77061622298396.671875,244582871980748.343750,776272020807489.875000,2463779435646355.500000,7819693283850760.000000,24818618975772908.000000,78770845032676480.000000,250007707246787968.000000,793489693513873280.000000,2518425934330393088.000000,7993133670862511104.000000,25369094643342868480.000000,80517978245376114688.000000,255552865085160849408.000000,811089253312008421376.000000,2.574284489508664e+21
bdr,2.000000,5.000000,12.000000,35.000000,105.000000,330.000000,1042.000000,3297.000000,10458.000000,33176.000000,105276.000000,334113.000000,1060387.000000,3365481.000000,10681515.000000,33901550.000000,107598717.000000,341503218.000000,1083883519.000000,3440095335.000000,10918383804.000000,34653431306.000000,109985171061.000000,349077636132.000000,1107923868868.000000,3516396276240.000000,11160552743517.000000,35422042275569.000000,112424635934403.000000,356820159235437.000000,1132497561406864.000000,3594389760220234.000000,11408093216858180.000000,36207701314122368.000000,114918208462363312.000000,364734411655391168.000000,1157616297935745024.000000,3674113136636569088.000000,11661124126255849472.000000,37010786230831751168.000000,117467088300700680192.000000,372824201782284779520.000000,1.183292166728275e+21
andxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,178.000000,533.991549,1245.985915,3026.036620,9612.059155,29370.225352,92204.780282,292456.360563,925429.664789,2935956.340845,9316241.177465,29562663.352113,93825646.577465,297781875.301408,945107744.208451,2999634082.118310,9520400651.805634,30216408858.261971,95902657513.659149,304381649859.276062,966064987634.704224,3066155851331.585938,9731552152681.785156,30886593047153.679688,98029750670220.171875,311132795141098.000000,987492221409808.000000,3134162976965826.500000,9947397411423518.000000,31571655970197192.000000,100204045287903920.000000,318033704079412992.000000,1009394746889064576.000000,3203678547207612416.000000,10168030164090480640.000000,32271913643765321728.000000,102426565757919461376.000000,325087674960003334144.000000,1.0317830694497451e+21,3.2747359694092307e+21,1.0393556540001954e+22,3.2987702996313733e+22,1.0469838161603914e+23
axnf,2.500000,5.500000,11.750000,29.000000,89.250000,266.000000,834.500000,2639.250000,8345.250000,26477.500000,84003.750000,266563.750000,846016.750000,2685049.000000,8521888.500000,27047216.000000,85843891.000000,272456426.250000,864738559.000000,2744559486.750000,8710849796.000000,27647025111.000000,87747811882.750000,278499350715.250000,883918205736.500000,2805433454191.250000,8904055621553.750000,28260234226367.750000,89694053198850.000000,284676450838166.000000,903523464182958.500000,2867657819713116.000000,9101547106374052.000000,28887044737409024.000000,91683462592530800.000000,290990559587131456.000000,923563567239628544.000000,2931262319790151680.000000,9303418943974309888.000000,29527757875077107712.000000,93716996985703923712.000000,297444714941652402176.000000,944048158737065443328.000000
avdng,3.000000,9.000000,23.200000,71.000000,213.600000,661.000000,2088.600000,6600.000000,20922.000000,66377.400000,210609.600000,668399.600000,2121326.800000,6732666.200000,21368440.200000,67820239.400000,215251746.200000,683178824.400000,2168314048.600000,6881926686.000000,21842277447.400002,69324349753.000000,220025843721.200012,698331426369.199951,2216406825701.399902,7034567019655.599609,22326737398174.000000,70861959452627.593750,224906004319421.406250,713820379376781.375000,2265566611085270.000000,7190593344733215.000000,22821943259762248.000000,72433673993491712.000000,229894407696961472.000000,729652877956901632.000000,2315816759721257984.000000,7350080328090938368.000000,23328132764654723072.000000,74040249084829335552.000000,234993453605918343168.000000,745836540533083078656.000000,2.3671814540298635e+21
hud,2.000000,6.666667,23.000000,80.000000,252.000000,805.000000,2558.666667,8111.666667,25753.666667,81730.333333,259387.000000,823270.333333,2612914.000000,8293017.333333,26320887.666667,83538769.000000,265140445.666667,841518858.666667,2670863717.000000,8476950023.666667,26904660296.000000,85391649941.666672,271021221242.666656,860183664119.333374,2730103321588.666504,8664968259170.000000,27501404191878.000000,87285632205865.000000,277032457557703.000000,879262492590122.000000,2790656869929254.500000,8857156800515397.000000,28111383894689836.000000,89221622951135136.000000,283177022940456704.000000,898764488574025344.000000,2852553492984421888.000000,9053608073954783232.000000,28734892915547885568.000000,91200553870157135872.000000,289457874461852794880.000000,918699037806944059392.000000,2.915822979894902e+21
amnud,3.000000,7.800000,25.000000,85.200000,269.600000,860.000000,2738.800000,8691.400000,27601.600000,87616.600000,278089.200000,882656.800000,2801447.800000,8891442.600000,28220283.600000,89567292.200000,284274250.200000,902247084.200000,2863606881.200000,9088690302.799999,28846239308.400002,91553952200.800003,290579512316.599976,922258960958.400024,2927121681933.799805,9290277136748.400391,29486047608065.199219,93584614401652.203125,297024551033820.187500,942714616930830.750000,2992045088125138.500000,9496334997443040.000000,30140046599409280.000000,95660316244003616.000000,303612540004541248.000000,963623977709618432.000000,3058408491306064896.000000,9706963209783996416.000000,30808551252701360128.000000,97782057042682970112.000000,310346650222968700928.000000,984997107010900721664.000000,3.126243831286045e+21
bxft,2.500000,6.750000,16.500000,47.750000,143.500000,443.500000,1398.750000,4421.750000,14014.000000,44458.250000,141064.250000,447679.250000,1420817.000000,4509387.500000,14312082.000000,45424415.500000,144170588.250000,457577184.500000,1452285998.250000,4609353370.500000,14629446023.000000,46431826302.250000,147368158328.750000,467726038270.000000,1484497395604.750000,4711588278089.250000,14953925937281.250000,47461681235387.000000,150636775603777.000000,478100176271030.500000,1517423468714586.000000,4816091057262272.000000,15285603228165864.000000,48514378833589520.000000,153977891384276928.000000,488704413107640768.000000,1551079841682280960.000000,4922911704386991104.000000,15624637106305003520.000000,49590425212414689280.000000,157393112941851213824.000000,499543851366788497408.000000,1.5854827112451738e+21
buvtv,3.000000,9.000000,26.800000,90.800000,277.000000,880.400000,2796.400000,8854.000000,28112.600000,89210.200000,283111.000000,898574.200000,2851890.000000,9051475.400000,28728125.600000,91178936.600000,289389255.800000,918481154.400000,2915131198.800000,9252221000.200001,29365262348.799999,93201258404.399994,295807832238.799988,938852919724.599976,2979788597677.000000,9457434600438.599609,30016582147265.800781,95268457242344.000000,302368834027376.187500,959676627899922.750000,3045880151976302.500000,9667200003095824.000000,30682348364648460.000000,97381506627391040.000000,309075358910506816.000000,980962205187253632.000000,3113437614043104768.000000,9881617992293705728.000000,31362881242646618112.000000,99541423338510991360.000000,315930634165821046784.000000,1.0027198954648868e+21,3.182493497080087e+21
tutm,2.500000,6.500000,19.500000,64.000000,200.000000,634.000000,2015.000000,6389.500000,20284.000000,64380.500000,204328.000000,648523.000000,2058317.500000,6532813.500000,20734268.000000,65807667.500000,208864410.500000,662906625.500000,2103973416.000000,6677719101.000000,21194151763.000000,67267290178.000000,213497024152.500000,677609863022.000000,2150639468249.500000,6825830576950.000000,21664236963474.000000,68759275215170.500000,218232376984233.500000,692639214347050.000000,2198340539021092.000000,6977227141343662.000000,22144748603679992.000000,70284352334520496.000000,223072759663749280.000000,708001915805665792.000000,2247099616914584064.000000,7131981673512379392.000000,22635917966626562048.000000,71843255584181182464.000000,228020501777034903552.000000,723705361176573640704.000000,2.2969401685987534e+21
ubg,2.000000,7.000000,21.333333,70.666667,218.333333,689.666667,2189.333333,6934.333333,22007.666667,69840.333333,221637.333333,703445.333333,2232600.000000,7085920.666667,22489709.666667,71379110.666667,226547307.666667,719029560.000000,2282099610.000000,7243066664.333333,22988485984.333332,72962257020.000000,231572056393.666656,734977500818.333374,2332716371364.333496,7403717344224.000000,23498369192567.332031,74580555830060.671875,236708312070609.343750,751279262805723.625000,2384455897584250.500000,7567931405819953.000000,24019561788185200.000000,76234748646492368.000000,241958490019285504.000000,767942597461546368.000000,2437343004368183296.000000,7735787727597720576.000000,24552314409257496576.000000,77925631374353940480.000000,247325116641635368960.000000,784975524008779710464.000000,2.4914031444112835e+21
bulu,2.500000,6.750000,27.500000,100.250000,327.500000,1061.000000,3391.750000,10787.750000,34287.500000,108868.750000,345597.250000,1096983.750000,3481772.500000,11050830.000000,35074023.000000,111320314.500000,353315613.250000,1121375106.500000,3559089261.750000,11296055318.500000,35852109709.500000,113789611755.250000,361152404879.750000,1146247509218.500000,3638030186255.250000,11546601864938.250000,36647308506782.750000,116313460563798.500000,369162747795303.500000,1171671220998273.500000,3718721507800568.500000,11802704892544126.000000,37460143893026752.000000,118893287027102672.000000,377350758194411648.000000,1197658827259306496.000000,3801202555880568832.000000,12064488268247285760.000000,38291007920507355136.000000,121530333899637129216.000000,385720378226115870720.000000,1.2242228372528305e+21,3.885513029267005e+21
adsd,2.500000,6.500000,16.250000,50.500000,150.750000,468.500000,1481.500000,4680.750000,14843.250000,47092.000000,149421.250000,474219.750000,1505049.750000,4776739.500000,15160647.500000,48117636.000000,152718536.000000,484707216.750000,1538392949.500000,4882644963.250000,15496835567.500000,49184800155.000000,156105714684.250000,495457827040.250000,1572514236695.000000,4990941491323.750000,15840554185826.750000,50275715991088.750000,159568130563132.500000,506447054803652.000000,1607392518897302.500000,5101640310290149.000000,16191896845126802.000000,51390828732980080.000000,163107343328826144.000000,517680023920637312.000000,1643044400681620480.000000,5214794424876500992.000000,16551032268173459456.000000,52530674619758870528.000000,166725055651862020096.000000,529162139708383821824.000000,1.679487039341276e+21
alna,2.500000,5.000000,11.250000,35.000000,108.750000,332.500000,1055.000000,3336.250000,10571.250000,33552.500000,106458.750000,337866.250000,1072328.750000,3403352.500000,10801747.500000,34283180.000000,108809917.500000,345347503.750000,1096084745.000000,3478820331.250000,11041291762.500000,35043524007.500000,111223271223.750000,353007194166.250000,1120395739482.500000,3555980259681.250000,11286186802241.250000,35820787305833.750000,113690197207252.500000,360836874710575.000000,1145246057710077.500000,3634851714519390.000000,11536513832644662.000000,36615290488810128.000000,116211839818234000.000000,368840217669912128.000000,1170647555219655168.000000,3715472534961468928.000000,11792393104569200640.000000,37427415712045858816.000000,118789412332219875328.000000,377021074358938894336.000000,1.1966124566154974e+21
zndy,2.500000,7.000000,24.000000,72.500000,227.500000,717.000000,2265.500000,7185.500000,22792.500000,72324.000000,229535.000000,728480.000000,2312066.000000,7338140.500000,23290166.000000,73919690.500000,234610715.000000,744621633.000000,2363325367.500000,7500865777.500000,23806704503.000000,75559168858.500000,239814293099.500000,761137213964.500000,2415743662626.000000,7667234419372.000000,24334735741275.000000,77235066939029.000000,245133361159517.500000,778019196918366.000000,2469324729656746.500000,7837293275866421.000000,24874478902785620.000000,78948136672460544.000000,250570406255070496.000000,795275621910086912.000000,2524094222685906944.000000,8011124029797992448.000000,25426193540633624576.000000,80699202204470099968.000000,256128044727991009280.000000,812914793506472067072.000000,2.580078500202799e+21
aenb,2.500000,6.000000,14.750000,46.500000,137.750000,430.000000,1360.500000,4297.750000,13633.250000,43252.500000,137240.750000,435570.250000,1382384.250000,4387433.500000,13925060.000000,44196066.000000,140272059.500000,445203858.250000,1413014830.500000,4484712336.250000,14233852811.000000,45176268669.000000,143383193395.250000,455078313990.250000,1444355278309.500000,4584182781186.250000,14549558609410.250000,46178275574768.250000,146563424525265.500000,465171926442380.500000,1476391001730547.500000,4685859713560639.000000,14872267054907882.000000,47202507303520424.000000,149814193593573344.000000,475489415377328256.000000,1509137276733838592.000000,4789791836313196544.000000,15202133158399823872.000000,48249456440596865024.000000,153137064552466087936.000000,486035745679709831168.000000,1.542609862405302e+21
nnkd,2.500000,6.750000,17.000000,53.000000,162.500000,506.750000,1605.250000,5078.750000,16105.250000,51103.000000,162156.250000,514636.500000,1633339.750000,5183915.250000,16452969.000000,52219308.000000,165736666.750000,526024974.500000,1669529799.000000,5298855077.500000,16817828652.750000,53377448527.750000,169412597554.250000,537692022790.750000,1706559700408.500000,5416383151196.250000,17190846847142.000000,54561357109109.750000,173170159455788.750000,549618002836299.500000,1744411104045949.000000,5536518243986266.000000,17572138926960258.000000,55771525146504272.000000,177011064509367296.000000,561808501317382272.000000,1783102050865252352.000000,5659317928341118976.000000,17961888047014404096.000000,57008534650049241088.000000,180937160639194529792.000000,574269384420063969280.000000,1.8226511608625386e+21
afqe,2.500000,6.500000,21.750000,76.750000,243.750000,787.250000,2511.000000,7973.750000,25338.000000,80432.250000,255302.750000,810354.000000,2571970.500000,8163153.750000,25908817.000000,82231041.500000,260990094.500000,828346439.750000,2629056607.250000,8344260504.250000,26483522728.750000,84055018636.500000,266778940341.750000,846719255774.500000,2687369163841.250000,8529335987879.250000,27070926228619.500000,85919355022487.500000,272696083795020.750000,865499445346656.500000,2746974872054632.000000,8718516214254446.000000,27671357955058300.000000,87825041814434144.000000,278744468639133792.000000,884696177669679104.000000,2807902630694340608.000000,8911892446769338368.000000,28285107223659171840.000000,89772996637086007296.000000,284927006338554658816.000000,904318692504393744384.000000,2.8701817638203834e+21
jre,2.000000,4.666667,11.333333,35.666667,107.000000,337.666667,1069.666667,3383.333333,10737.000000,34065.333333,108098.333333,343083.666667,1088862.000000,3455864.666667,10968405.666667,34812105.333333,110488726.000000,350675747.333333,1112995870.333333,3532493979.666667,11211644321.000000,35584199483.666664,112939300014.666672,358453630722.333313,1137681972018.000000,3610844357502.333496,11460317818600.333984,36373454935418.664063,115444287401894.000000,366404113042585.687500,1162915697924596.250000,3690932695191926.000000,11714507065958580.000000,37180216257319976.000000,118004835641640144.000000,374530937056346816.000000,1188709107127564288.000000,3772797388845449216.000000,11974334218465495040.000000,38004871504481329152.000000,120622176708980588544.000000,382838013602991243264.000000,1.2150746127977302e+21
atde,2.500000,6.250000,16.250000,55.250000,162.250000,514.500000,1631.750000,5154.500000,16366.750000,51923.750000,164763.000000,522944.000000,1659678.750000,5267549.000000,16718445.500000,53061855.000000,168410905.250000,534512639.750000,1696468472.750000,5384354902.750000,17089193148.000000,54238721886.750000,172146159747.000000,546367968942.750000,1734095947551.250000,5503779370466.500000,17468230292849.000000,55441733590766.750000,175964351972504.500000,558486381289333.500000,1772558103907925.000000,5625852907065242.000000,17855674723550056.000000,56671428332750496.000000,179867232070404608.000000,570873579940729024.000000,1811873349709337344.000000,5750634029565389824.000000,18251712652708728832.000000,57928397641785720832.000000,183856677846987341824.000000,583535526011985723392.000000,1.8520606056064683e+21
rbe,2.000000,4.666667,11.666667,38.333333,111.666667,355.666667,1126.666667,3559.666667,11304.666667,35861.000000,113796.333333,361180.000000,1146280.666667,3638115.000000,11546850.000000,36647980.666667,116315575.333333,369169339.666667,1171691940.333333,3718787208.333333,11802913051.000000,37460804234.000000,118895382575.666672,377357408305.333313,1197679933218.333252,3801269542249.000000,12064700871860.666016,38291682693527.335938,121532475532457.671875,385727175467282.687500,1224244410747472.750000,3885581500531511.500000,12332295303740618.000000,39140990206462288.000000,124228059465772416.000000,394282583992597760.000000,1251398087585157888.000000,3971763494481938944.000000,12605824966969999360.000000,40009135317008982016.000000,126983431311239135232.000000,403027751032677662720.000000,1.2791540315549902e+21
yer,2.000000,4.333333,12.000000,35.000000,107.666667,343.333333,1084.666667,3440.333333,10919.333333,34644.000000,109954.000000,348969.666667,1107558.333333,3515234.333333,11156831.000000,35410194.666667,112387016.333333,356700672.666667,1132118273.666667,3593185873.666667,11404272062.666666,36195573396.666664,114879715879.000000,364612241189.333313,1157228545584.000000,3672882463912.666504,11657218141487.000000,36998389177555.000000,117427741776101.671875,372699321383766.312500,1182895813708507.000000,3754346804001297.500000,11915774628142320.000000,37819011508839400.000000,120032282930886992.000000,380965772789529152.000000,1209132380833673984.000000,3837618019265545728.000000,12180065884628340736.000000,38657835201190584320.000000,122694592672805732352.000000,389415573655353491456.000000,1.2359508736438279e+21
amazilgly,5.000000,13.000000,37.666667,109.444444,341.555556,1062.777778,3354.888889,10631.666667,33701.222222,106937.111111,339356.444444,1076989.666667,3418161.333333,10848639.333333,34431920.666667,109281979.888889,346845492.333333,1100839054.333333,3493909642.555555,11089182598.222221,35195522690.777779,111705693160.888885,354538333356.111084,1125255361757.444336,3571404022964.444336,11335139680224.888672,35976156930488.335938,114183318783763.781250,362401974011266.875000,1150213465221407.750000,3650617575119569.000000,11586552481578144.000000,36774106201490544.000000,116715898803306896.000000,370440030787586240.000000,1175725139564524032.000000,3731588081517850112.000000,11843541608103931904.000000,37589753948896337920.000000,119304651319139893248.000000,378656371247662628864.000000,1.2018026615148865e+21,3.8143545095127753e+21
amznigtgy,5.000000,15.222222,45.444444,136.888889,423.000000,1322.888889,4179.222222,13236.777778,41973.333333,133177.111111,422620.777778,1341258.222222,4256868.000000,13510552.888889,42880433.888889,136096285.444444,431950327.000000,1370949840.777778,4351203521.111111,13810114027.888889,43831380290.666664,139114703815.222229,441530720951.222229,1401357100870.444336,4447712543943.333008,14116421053956.777344,44803557208149.109375,142200259611600.875000,451323847799672.000000,1432439126002545.750000,4546362572504355.000000,14429522529449850.000000,45797297753446488.000000,145354253908132288.000000,461334187072282432.000000,1464210550701694976.000000,4647200655975484416.000000,14749568582571370496.000000,46813079416368119808.000000,148578203638626910208.000000,471566555153018060800.000000,1.4966866639453167e+21,4.750275322864836e+21
amazingy,4.500000,12.250000,36.625000,108.875000,340.125000,1063.125000,3359.000000,10645.875000,33755.000000,107108.875000,339907.125000,1078751.000000,3423751.000000,10866398.875000,34488305.000000,109460940.500000,347413534.750000,1102641963.625000,3499631859.625000,11107344213.375000,35253165166.375000,111888642483.750000,355118989232.875000,1127098282858.250000,3577253198567.375000,11353704150426.875000,36035077977438.250000,114370325993220.500000,362995508887051.875000,1152097262373591.750000,3656596485297133.000000,11605528710979006.000000,36834334114533096.000000,116907053823239056.000000,371046730236378880.000000,1177650719239570176.000000,3737699603610577920.000000,11862938729279393792.000000,37651317713894113280.000000,119500046147393847296.000000,379276527258422738944.000000,1.203770950446168e+21,3.8206015848450884e+21
ampzinaly,5.000000,11.777778,34.000000,100.111111,313.777778,978.888889,3093.333333,9805.666667,31088.777778,98653.888889,313078.333333,993606.888889,3153534.555556,10008782.888889,31766376.555556,100821959.888889,319994645.777778,1015618295.333333,3223430925.444445,10230720954.888889,32470885035.777779,103058072473.777771,327091988373.222229,1038144480329.000000,3294926200826.555664,10457637524293.666016,33191087125537.332031,105343894552283.437500,334346870826817.750000,1061170469420499.125000,3368007489915963.500000,10689587374540528.000000,33927263695264968.000000,107680416607091088.000000,341762666887177152.000000,1084707174787710080.000000,3442709719445102080.000000,10926681862025601024.000000,34679768625152479232.000000,110068762601563815936.000000,349342944919551606784.000000,1.1087659230515515e+21,3.519068840515625e+21
azangyl,4.000000,10.571429,31.285714,92.714286,289.714286,900.714286,2845.285714,9015.285714,28578.000000,90684.000000,287775.714286,913296.857143,2898634.714286,9199751.142857,29198615.285714,92672219.428571,294128474.857143,933522643.571429,2962870684.142857,9403738932.571428,29846159035.857143,94727557043.571426,300652090831.285706,954227922399.142822,3028586716188.285645,9612313040360.572266,30508144774709.144531,96828608654621.281250,307320537632066.562500,975392646488633.875000,3095760609296191.000000,9825513637604228.000000,31184813823433756.000000,98976262114247840.000000,314136891038562688.000000,997026804239908608.000000,3164424417286431744.000000,10043443014907334656.000000,31876491358953263104.000000,101171550418439323648.000000,321104430811074920448.000000,1.0191408064822166e+21,3.2346111849460054e+21
actajg,3.500000,11.500000,30.666667,99.333333,304.833333,945.666667,2996.666667,9475.000000,30040.500000,95323.166667,302458.833333,959913.500000,3046546.000000,9669141.166667,30688406.000000,97400470.833333,309135218.500000,981151902.333333,3114039022.000000,9883526129.500000,31368936557.333332,99560640554.000000,315991625523.000000,1002913471226.500000,3183107876360.166504,10102741712207.833984,32064697171475.832031,101768889485994.328125,323000301929033.812500,1025158037732473.625000,3253709040084826.500000,10326819990579074.000000,32775890469656484.000000,104026118113765968.000000,330164431683087808.000000,1047895989249663616.000000,3325876135984233984.000000,10555868316501530624.000000,33502858001759981568.000000,106333411959244587008.000000,337487461466734264320.000000,1.0711382673483199e+21,3.399643894299326e+21
actiqxg,4.000000,13.000000,38.285714,121.000000,380.428571,1206.857143,3829.428571,12147.000000,38551.142857,122345.714286,388292.000000,1232374.714286,3911353.000000,12414057.857143,39400456.142857,125051488.000000,396895962.714286,1259692475.142857,3998088551.285714,12689376870.428572,40274317136.857140,127825081153.428574,405699030149.857117,1287632299236.000000,4086765842244.571289,12970826423934.857422,41167599177927.289063,130660234493002.421875,414697412985198.687500,1316191915655191.500000,4177410093708539.500000,13258518673047238.000000,42080694368107904.000000,133558271641770256.000000,423895379859905472.000000,1345384983331732992.000000,4270064830555015680.000000,13552591922045437952.000000,43014041962828578816.000000,136520587104103677952.000000,433297357159679524864.000000,1.3752255517213458e+21,4.364774644610424e+21
azcttgn,4.000000,11.714286,29.714286,91.142857,270.571429,840.857143,2654.571429,8385.428571,26589.142857,84348.857143,267634.571429,849385.142857,2695712.571429,8555670.285714,27154374.000000,86183914.000000,273535468.571429,868163154.857143,2755428454.000000,8745346076.285715,27756511176.857143,88095304866.000000,279602244443.714294,887418636199.428589,2816543332333.428711,8939316828171.714844,28372148390134.855469,90049253187374.859375,285803806199457.125000,907101533309822.625000,2879014113502529.000000,9137590403500576.000000,29001441149831304.000000,92046540896106736.000000,292142919628321152.000000,927220997748326016.000000,2942870495575394816.000000,9340261679534385152.000000,29644691593920094208.000000,94088128347004354560.000000,298622634268119465984.000000,947786710862659846144.000000,3.0081432088678074e+21
actgiig,4.000000,11.857143,29.714286,87.714286,264.571429,825.000000,2603.857143,8235.571429,26111.857143,82836.571429,262849.285714,834186.571429,2647489.571429,8402629.571429,26668626.857143,84642261.428571,268642473.000000,852633462.000000,2706139444.857143,8588909574.857142,27260003532.428570,86519458752.142853,274600727959.857147,871544518656.714233,2766161090982.571289,8779410600899.000000,27864628263842.855469,88438454888770.140625,280691356418300.718750,890875328708232.875000,2827514396721689.500000,8974137464652352.000000,28482664253796076.000000,90400015175878880.000000,286917075979364576.000000,910634896779571200.000000,2890228517777100288.000000,9173183363073098752.000000,29114408253531639808.000000,92405082772633075712.000000,293280881681029660672.000000,930832731044056006656.000000,2.954333634762049e+21
atig,2.500000,7.500000,19.250000,58.500000,177.500000,553.000000,1748.250000,5529.250000,17531.750000,55622.250000,176493.500000,560130.250000,1777713.000000,5642121.250000,17907221.750000,56834868.000000,180385773.500000,572519130.250000,1817095707.000000,5767208642.500000,18304317569.000000,58095357443.250000,184386584048.750000,585217373085.250000,1857398552331.750000,5895124688947.000000,18710305907191.250000,59383908849124.500000,188476267990960.250000,598197462660732.250000,1898595553441560.500000,6025878243491698.000000,19125299508690384.000000,60701040830422480.000000,192656661728261440.000000,611465451012161408.000000,1940706303262367232.000000,6159531906975121408.000000,19549497649009213440.000000,62047386733369835520.000000,196929776384074514432.000000,625027722655473336320.000000,1.9837510673143651e+21
arye,2.500000,5.750000,18.750000,58.750000,182.750000,583.000000,1845.750000,5854.500000,18584.750000,58972.250000,187169.000000,594045.500000,1885392.250000,5983977.500000,18992286.500000,60278837.500000,191316649.750000,607212359.250000,1927207533.250000,6116688650.250000,19413518929.500000,61615809123.750000,195560008885.000000,620680270766.750000,1969952859477.750000,6252356408429.500000,19844109706648.500000,62982444431247.250000,199897519474586.000000,634446926491097.500000,2013646310331297.750000,6391033345433442.000000,20284251019105920.000000,64379391745798352.000000,204331235974905312.000000,648518926054598144.000000,2058308879914290944.000000,6532786129941517312.000000,20734154643171672064.000000,65807323279203172352.000000,208863292075413798912.000000,662903041831606681600.000000,2.1039620629503872e+21
xre,2.000000,4.333333,10.000000,29.666667,87.666667,278.666667,880.666667,2786.333333,8844.666667,28056.666667,89035.333333,282580.333333,896833.000000,2846406.333333,9034065.000000,28672790.000000,91003415.000000,288832073.333333,916712693.666667,2909518499.000000,9234406795.333334,29308722658.000000,93021809342.333328,295238285398.666687,937045257687.333374,2974051329390.000000,9439225308295.000000,29958788387141.667969,95085027883913.671875,301786654753741.687500,957828871851190.625000,3040015631247552.500000,9648586829899620.000000,30623272741509516.000000,97194008815359568.000000,308480266930979136.000000,979073466005368704.000000,3107443018552158720.000000,9862591979891005440.000000,31302495325282402304.000000,99349766834839437312.000000,315322343077386190848.000000,1.0007892641469762e+21
aqrf,2.500000,6.000000,17.250000,53.500000,172.500000,548.500000,1743.750000,5540.750000,17587.250000,55828.250000,177201.000000,562417.250000,1785056.500000,5665537.750000,17981651.750000,57071311.000000,181136438.000000,574901933.250000,1824658882.000000,5791213617.500000,18380506804.500000,58337172567.750000,185154072853.250000,587653277759.750000,1865129777418.750000,5919662525242.500000,18788185591667.250000,59631088142236.000000,189260780699031.750000,600687396902427.250000,1906498258455516.000000,6050960330172935.000000,19204906563603772.000000,60953702551568080.000000,193458574892834208.000000,614010611872213632.000000,1948784289869444096.000000,6185170313037376512.000000,19630870384244387840.000000,62305652478267482112.000000,197749475940623286272.000000,627629335049997385728.000000,1.9920082232409056e+21
